"","temp","dewp","slp","wdsp","max","min","sndp","NUM_CRIMES"
"925",78.2,69.2,1013.6,8.7,82.9,72,0,820
"926",70.9,59.7,1018.1,8.3,82.9,64.9,0,798
"927",69.7,58.2,1020,4.7,81,60.1,0,889
"928",71.8,61.5,1016.1,9.6,81,60.1,0,812
"929",67.4,56.2,1017.1,6.1,79,55.9,0,847
"930",73.7,59.2,1017.2,3.6,89.1,55.9,0,792
"931",80.5,68.1,1017.4,5.8,89.1,60.1,0,769
"932",76.7,69,1014.9,8.6,88,69.1,0,761
"933",79.7,69.7,1014.2,4.9,89.1,70,0,758
"934",77.4,69.7,1009.2,7.5,89.1,72,0,755
"935",78.8,67.5,1008.4,5,90,70,0,842
"936",70.6,60.1,1014.3,9.4,73,66,0,782
"937",71.2,57.7,1020.7,6.6,82,61,0,850
"938",74.9,62.1,1018.1,6.8,84.9,64.9,0,752
"939",77.9,68,1013.3,8.6,84.9,64.9,0,790
"940",73.6,60.1,1014.3,12,82,69.1,0,851
"941",72,53.6,1018.5,9.8,79,64,0,800
"942",73.3,57.5,1021.4,5.3,84,62.1,0,818
"943",75.7,57.2,1021.5,2.5,86,62.1,0,794
"945",76.7,63,1015.9,5.9,87.1,66,0,774
"946",74.7,66.6,1014.6,7.4,87.1,66,0,849
"947",63.1,54,1010.8,13.3,84,55.9,0,924
"948",67.7,53.3,1016.1,7.4,80.1,55.9,0,928
"949",70.7,56.7,1016.3,3.7,80.1,60.1,0,865
"950",69.5,57,1016.8,6.6,77,63,0,773
"951",70.2,50.4,1020.6,4.9,84,57.9,0,768
"952",72.9,55.9,1021.1,3.8,84,57.9,0,769
"953",73.8,57.8,1018,7.4,84,61,0,790
"954",71.3,61,1014.7,7,84,62.1,0,765
"955",68.4,56.4,1017,7.8,78.1,60.1,0,813
"956",68.8,53.3,1017.6,3.4,80.1,57,0,730
"957",72.4,56.9,1012.6,3.8,82.9,57,0,815
"958",75.4,63.8,1011.1,5.8,84,62.1,0,795
"959",75,64.2,1014.5,7,88,66.9,0,795
"960",77.3,68.8,1007.8,12,88,66.9,0,768
"961",74.2,61.3,1009.1,10.7,82,66.9,0,859
"962",74.2,58,1012.7,5.2,86,63,0,892
"963",75.1,59.5,1015.5,4.5,90,63,0,776
"964",78.1,68.7,1016.3,6.8,90,63,0,754
"965",75.9,63.6,1012,11.5,87.1,71.1,0,780
"966",69.6,49.6,1015.9,9.4,82,60.1,0,747
"967",66.7,53.2,1017.9,7,79,60.1,0,801
"968",63.6,47.9,1022.8,4.7,75,52,0,772
"969",66.9,50.2,1024,5.6,78.1,52,0,779
"970",68.4,54.8,1020.2,7.6,78.1,55.9,0,756
"971",69.8,60.1,1016.3,6,80.1,62.1,0,688
"972",67.7,62.2,1016.8,4.5,80.1,61,0,724
"973",70.3,58.5,1017.4,4.5,82,60.1,0,788
"974",69.3,56.8,1019.5,10.3,82,60.1,0,736
"975",64.2,49.1,1021.1,11.4,73,57.9,0,920
"976",62.3,46,1017.8,4.2,75,50,0,772
"977",68.1,54.6,1014.7,6,84,50,0,757
"978",73.3,56.8,1009.2,10.6,84,57,0,716
"979",63.2,48.4,1010.6,10.8,82,54,0,704
"980",57.8,43.9,1015,9.4,70,48.9,0,648
"981",59.8,45.3,1016.8,8.2,71.1,48.9,0,728
"982",62.4,49.1,1020.7,5.6,71.1,52,0,702
"983",63.5,47.7,1027.8,7.7,72,55.9,0,736
"984",60.8,45.7,1029.5,5.7,72,50,0,739
"985",62.2,47.9,1025.2,3.7,75,50,0,691
"986",65,51.8,1016.9,6,77,52,0,726
"987",65.8,57.5,1008.8,5.2,77,54,0,706
"988",68.4,60.5,1010.2,3.6,81,57.9,0,734
"989",73.4,59.4,1014.6,7.7,87.1,59,0,808
"990",76.9,60.3,1017,7.8,88,62.1,0,826
"991",76.6,61.8,1016.4,6.6,88,64.9,0,812
"992",67.7,54.3,1018.5,6.3,86,57.9,0,772
"993",69.9,62.1,1014,6.2,79,57.9,0,708
"994",74.8,63.9,1011.9,8.3,91.9,62.1,0,827
"995",83.4,65.4,1013.7,6,93.9,62.1,0,807
"996",83.7,66.4,1016.3,6,93.9,71.1,0,798
"997",82.7,64.7,1016.9,5.1,95,71.1,0,830
"998",81.1,62.8,1017.2,5.6,95,70,0,811
"999",79.4,58.2,1014.8,5.4,93,66.9,0,821
"1000",80,58.5,1012.8,6.8,91.9,66.9,0,749
"1001",69.9,53.9,1017,10.2,91.9,63,0,726
"1002",62,43.5,1021.4,7.6,73.9,53.1,0,717
"1003",64.1,45.3,1021,8.7,73.9,60.1,0,810
"1004",61.1,43.7,1028.3,7.1,70,55.9,0,745
"1005",59.1,40.5,1024.5,7.5,72,48,0,852
"1006",69.3,47.2,1020,10,82.9,48,0,752
"1007",72.8,57.1,1022.5,13.1,82.9,57.9,0,738
"1008",71.4,61,1024.2,8.9,78.1,64.9,0,742
"1009",64.6,47.9,1022.1,4,77,54,0,747
"1010",64.2,59,1015.8,6,77,54,0,748
"1011",69.5,61.1,1004.6,13.9,79,60.1,0,712
"1012",64.6,53.3,1006.8,9.2,79,54,0,718
"1013",66.1,51.6,1010,3.6,81,52,0,746
"1014",61.6,54.1,1018.7,10.9,64.9,57.9,0,703
"1015",58.8,55.8,1016.2,12.4,63,57,0,617
"1016",57.8,53.1,1021,6.8,62.1,55.9,0,765
"1017",61.4,54.1,1019.5,6,73,55,0,768
"1018",63.6,59.5,1017.6,6.8,73,55,0,647
"1019",60.2,53.7,1012.5,14.2,68,51.8,0,639
"1020",51.7,39,1024.8,7.3,68,43,0,763
"1021",57,38.8,1022,9.3,70,43,0,719
"1022",59.4,41.3,1019.8,10.3,71.1,46.9,0,774
"1023",61.4,37,1019.2,7.3,71.1,46.9,0,773
"1024",61.4,44.1,1020.3,6.2,78.1,51.1,0,849
"1025",67.5,51,1016.8,11.8,78.1,51.1,0,814
"1026",65.6,56.1,1014.4,13.9,72,51.8,0,739
"1027",52.3,49,1011,7.4,54,51.1,0,740
"1028",48.4,43.6,1003.1,10.6,54,46,0,689
"1029",44.1,32.5,1008.2,7.3,53.1,37.9,0,714
"1030",46.5,36.4,1009.2,7.4,60.1,36,0,754
"1031",45,32.9,1006.5,13.1,60.1,36,0,819
"1032",38.5,29.9,1011,10.9,53.1,36,0,717
"1033",39.9,26.6,1012.1,6.8,46,33.1,0,696
"1034",44.8,29.6,1006.2,11.7,50,34,0,708
"1035",37.8,21.9,1017.2,12.6,50,34,0,757
"1036",38.7,28.6,1016.9,7.6,44.1,34,0,824
"1037",46.6,43.8,1012,5.4,51.1,36,0,722
"1038",44.4,37.1,1023.6,8.3,51.1,37.9,0,789
"1039",45.7,39.9,1021.3,8.7,48.2,44.1,0,756
"1040",49.5,47,1009.7,4.5,52,42.1,0,773
"1041",41,30.6,1021.5,8.9,52,32,0,717
"1042",40,29,1026.1,8.9,45,33.1,0,678
"1043",36.6,25.5,1027.2,3.9,46,28.9,0,758
"1044",38.8,25.6,1021.4,9,46,29.1,0,656
"1045",24,9.5,1033.3,9.2,33.1,17.6,0,678
"1046",29.5,16.7,1030.6,8.6,36,18,0,688
"1047",37.6,29.7,1025.9,3.2,39.9,26.2,0,666
"1048",36.4,32.5,1030.7,5.3,39.9,30.9,0,718
"1049",38.9,32.5,1026.1,7.5,48.9,30,0,700
"1050",47.6,39.5,1013.3,12,52,30.2,0,709
"1051",36.2,26.8,1020.3,11.8,52,33.1,0,765
"1052",38.4,30.4,1020.2,10.5,45,33.1,0,741
"1053",42.8,39.5,1001.7,11.4,48.2,35.1,0,698
"1054",34.6,22.3,1013.9,13.7,48,30,0,690
"1055",38.1,24.8,1014.3,12.4,52,30,0,762
"1056",42.9,27.7,1008,15.6,52,30.2,0,673
"1057",28.7,14.7,1025.3,7.5,44.1,21.9,0,656
"1058",36.3,20.1,1018.6,7.8,46,23,0,543
"1059",44,29.9,1007.4,9.4,63,32,0,683
"1060",48.9,35.3,1008,11.9,63,32,0,714
"1061",37.5,24.2,1021.4,6.8,55,27,0,665
"1062",44.2,32.6,1017.1,3.9,55.9,27.1,0,774
"1063",55.3,34.6,1012.1,15,61,50,0,783
"1064",43.3,25.7,1024.1,6.9,61,34,0,771
"1065",46.3,28.8,1018,9.4,54,34,0,751
"1066",41.2,26.3,1022.8,4.6,54,28,0,918
"1067",42.1,28.4,1020.4,4.2,54,28.2,0,758
"1068",42.8,29.7,1021,3.6,57.9,28.9,0,676
"1069",55.4,39.9,1010.5,15.4,64.9,46.9,0,809
"1070",41.4,27.2,1008.2,21.4,64.9,30,0,710
"1071",30.6,12.9,1015.3,12.5,44.1,27,0,712
"1072",25.1,12.7,1020.1,11.5,35.1,19,0,625
"1073",24.7,9,1017,9.9,37,18,0,735
"1074",29.8,19.5,1011.3,12.8,37,18,1.2,659
"1075",25.9,15.4,1015.9,9.4,35.1,19.9,1.2,664
"1076",30.6,20.8,1013.2,6.3,39,19.9,1.2,740
"1077",24.1,13.6,1016.2,14.3,39,17.1,1.2,684
"1078",26.5,14.9,1006.5,9.9,37.9,18,1.2,700
"1079",24.1,13,1014,11.5,37.9,16,1.2,718
"1080",25.7,15.1,1015.3,8.2,34,17.1,0,768
"1081",38.1,23.3,1012.3,8.1,46,21,0,772
"1082",35.5,30.9,1017.4,4.1,46,27,0,729
"1083",42.4,35.2,1013.8,7.7,46,29.1,0,727
"1084",43.4,32.3,1012.1,10.9,50,39,0,764
"1085",34,17.3,1019.8,8.7,50,27,0,704
"1086",34.9,24.2,1017.5,7,39.9,27,0,747
"1087",37.8,29.6,1015.1,6.2,39.9,32,0,784
"1088",30.6,21,1019.3,9.1,39,24.1,0,714
"1091",2.5,-8.6,1034.2,9.1,21,-2.9,1.2,526
"1092",1.1,-9.2,1040.4,7.8,7,-4,1.2,523
"1093",6.2,-2.9,1039.2,5.2,15.1,-4,2,601
"1094",12.2,5.9,1029,6.5,15.1,0,2,574
"1095",9.7,0.8,1026.1,10.7,15.8,3,2,621
"1096",0.4,-10,1032.3,7.1,1.9,-0.9,2,541
"1098",-2.4,-12,1037.1,8,7,-9,1.2,562
"1099",11.4,1.8,1020.7,10.8,17.1,-7.1,1.2,576
"1100",7,-4.3,1025.5,11.9,17.1,0,1.2,602
"1101",4.6,-6.2,1029.4,9.4,12,-0.9,1.2,664
"1102",5.3,-6.9,1035.8,5.9,17.1,-2,1.2,586
"1103",16.9,5.6,1026.5,12,30,-0.9,1.2,533
"1104",33.6,28.3,1015.7,10.9,37,30,1.2,621
"1105",30.9,26.9,1022.4,5.8,37,26.1,1.2,652
"1106",36.9,34.6,1016,9.8,51.8,28,0,720
"1107",55.5,51.3,1006.3,15.2,59,30.2,0,701
"1108",23.4,15.7,1016.8,16.4,39,19,0,707
"1109",12.9,-1.9,1033.5,12.1,23,6.1,0,617
"1110",11.8,-0.8,1036.6,5.8,21,5,0,564
"1111",19,13.9,1023.9,10.2,24.1,5,2,531
"1112",15.5,8.7,1030.6,10.4,25,8.6,3.1,614
"1113",13.2,5.8,1033.8,8.9,26.1,3.9,2,649
"1114",21.2,11,1021.7,14.5,32,5,2,626
"1115",32.2,20.2,1013,12.9,39.9,17.1,1.2,709
"1116",39.2,28.6,1010.9,10.2,45,28.2,2,731
"1117",40.2,36.8,1015,3.8,45,35.1,0,718
"1118",47.2,44.6,1004.2,8.9,54,36,0,724
"1119",35.5,30,1006,11.2,54,30,0,719
"1120",28.6,21.3,1023,6.7,39,27,1.2,613
"1121",31.2,23.6,1026.5,8.4,43,24.1,1.2,641
"1122",41,31.1,1021.3,12,51.1,24.3,1.2,763
"1123",47.2,30,1017.6,14.7,51.1,33.1,0,754
"1124",35.3,26.9,1025.3,6.1,50,28,0,671
"1125",27.3,18.8,1029.7,11.8,33.1,21.2,0,652
"1126",21,9.9,1030.7,6.1,30,15.1,0,637
"1127",34.6,20.4,1011.4,14.9,42.1,16,0,708
"1128",27.8,13.9,1014.2,11.6,42.1,12.9,0,741
"1129",10.7,-6,1032,10.2,19,5,0,674
"1130",26.2,8.1,1021.2,10.4,41,5,0,630
"1131",25.8,17.8,1011.4,12.7,41,12,2,513
"1132",5.9,-4.4,1025.1,7.1,12,-2,2,543
"1133",11.9,4.6,1028.4,4.8,21,-2,3.1,588
"1134",16.7,9.7,1027.8,7.8,21,3,3.9,544
"1135",13.2,4.4,1031.1,6.3,21,7,3.1,557
"1137",18.8,11.1,1023.3,9,28,14,9.1,534
"1138",19.5,13.4,1018.6,8.5,21.9,15.1,11.8,537
"1139",15.2,2.5,1034.4,6.3,27,3.9,11,572
"1140",20,8.8,1038,4.7,35.1,3.9,9.8,645
"1141",32.1,25.1,1020.9,7.8,44.1,23,5.9,661
"1142",40.8,39.1,1007.9,6.2,48,26.2,1.2,698
"1143",35.7,25,1017.8,9.5,48,28.9,3.9,664
"1144",24.7,14.6,1021.8,6.1,39,17.1,2,605
"1145",27.1,21.9,1021.3,8.4,37.9,12,1.2,587
"1146",42.3,37.9,1011.7,9.9,57.9,36,2,624
"1147",58.8,55.4,1010.3,13.2,66,37.9,0,645
"1148",32.1,24.4,1030.4,9.5,41,27,0,639
"1149",33.3,24.5,1035,10.8,39.9,28.9,0,677
"1150",39.8,35.6,1024.3,9.9,44.1,29.1,0,671
"1151",36.2,30.1,1022,8.3,44.1,33.1,0,681
"1152",40.5,30.4,1008.8,17,50,33.1,0,657
"1153",40.4,25.8,1021.4,8,53.1,28,0,625
"1154",48.2,31.6,1021.6,10.4,62.1,28.2,0,691
"1155",51.1,38.3,1010.7,10.6,62.1,37,0,646
"1156",39.4,33,1011.8,12.2,59,37,0,830
"1157",37.5,23.2,1027.3,6.8,48,30,0,692
"1158",37.8,20.2,1033.1,6.4,48,30.2,0,664
"1159",37.7,20.4,1030.8,8.6,46,32,0,649
"1160",36.8,19.9,1021.7,14.9,46,32,0,665
"1161",35.1,30.6,1008,9.1,41,32,0,653
"1162",30.9,22.2,1012.6,11.7,41,26.1,0,656
"1163",27.9,14.3,1016.6,10.5,34,24.1,0,660
"1164",29.8,15.4,1016.7,6.1,41,23,0,745
"1165",32.5,17.3,1018.3,4.7,41,23,0,684
"1166",34.3,20,1022.1,8,41,23,0,619
"1167",36.7,21.6,1020.2,8.8,46,28,0,661
"1168",31.9,20.1,1021.2,8.7,46,27,2,638
"1169",30.1,14.4,1019.5,9.5,48,19,1.2,665
"1170",39.6,24.6,1010.4,7.7,50,22.1,1.2,691
"1171",32.4,21.4,1020,9.7,50,28,0,703
"1172",37.2,21.8,1015.4,10.2,46,29.1,0,777
"1173",39.9,19.3,1017,3.8,57,27,0,689
"1174",40.7,24.8,1013.3,10,57,27.1,0,660
"1175",33.1,21.9,1012.9,15.8,46,28.9,0,712
"1176",33.3,20,1017,11.3,39.9,28.9,0,689
"1177",34.3,17.7,1025.9,5.4,50,21.9,0,670
"1178",35.6,21.1,1027.8,7.4,50,22.1,0,752
"1179",35.6,21.6,1023.4,13.7,43,25.2,0,649
"1180",33.8,16.3,1026.9,12.9,41,27,0,677
"1181",39.3,20.6,1024.7,8.8,53.1,27.1,0,696
"1182",48.9,44,1015,9.9,53.1,31.1,0,674
"1183",44.7,35.3,1016,4.4,54,39,0,689
"1184",45,38.4,1012.8,5.9,54,39,0,629
"1185",38.8,27.2,1020.8,7.7,50,33.1,0,704
"1186",44,31.1,1016.5,12,57.9,33.1,0,690
"1187",32.3,15.1,1022.5,8.8,57.9,24.1,0,736
"1188",31.6,15.4,1019.6,5.3,44.1,21,0,674
"1189",38.9,32.4,1007.7,9.2,44.1,21.2,0,605
"1190",31.8,23.9,1014,14.7,39.9,26.1,0,701
"1191",31.6,16,1022.8,6.9,42.1,23,0,672
"1192",35.1,25,1013.8,11.6,42.1,23.2,0,695
"1193",28.2,8,1020.3,9.5,39,19.9,0,635
"1194",30.7,11.5,1019.1,5.2,39,19.9,0,618
"1195",32.8,26.6,1020.3,7,39,21,1.2,661
"1196",35.7,24,1024.5,5.4,46,28,1.2,714
"1197",47.8,30.8,1016.1,8.9,66,28.2,0,769
"1198",55.6,41.2,1006,10.9,73,39,0,751
"1199",43.4,37.1,1006.4,10.7,48,39.9,0,781
"1200",38.8,35.9,1009.8,18.2,41,36,0,689
"1201",35.2,32.1,1007.7,13.6,37,33.8,0,603
"1202",30.5,24.6,1009.7,12.3,35.1,26.6,0,733
"1203",34.7,21.1,1012.7,11.7,43,27.1,0,699
"1204",34.8,25.4,1011.8,9.3,43,29.1,0,627
"1205",39.3,29,1023.4,9.2,55,30.2,0,724
"1206",46.6,21.6,1031.7,5,61,31.1,0,803
"1207",47.4,19.2,1030.5,3.2,61,36,0,677
"1208",50.1,22,1027.5,8.1,62.1,39,0,698
"1209",50.8,27.9,1022.5,10.4,63,42.1,0,716
"1210",54.6,37.7,1017.6,7.2,64.9,43,0,713
"1211",49.1,34.4,1017.9,13.2,64.9,43,0,750
"1212",48.4,28.8,1014.6,3.3,66,36,0,733
"1213",53.2,30.9,1009,9.8,66,36,0,772
"1214",42.4,29.2,1017.2,12.6,57.9,35.1,0,679
"1215",43.3,21,1026.7,5.9,59,30.9,0,725
"1216",56.2,19.4,1021.8,9,80.1,31.1,0,790
"1218",76.9,51,1011.3,13.9,86,60.1,0,789
"1219",64.3,59.2,1012.1,4.9,86,57.9,0,742
"1220",65.4,53.7,1009.8,13.2,73.9,54,0,814
"1221",69.7,44.1,1015.1,6.8,82,57,0,853
"1222",62.3,42.4,1014.7,8.6,82,53.1,0,716
"1223",59.1,40.1,1021.4,5.6,75,46,0,805
"1224",68.5,40,1019.6,5.8,81,46,0,805
"1225",69.7,48.1,1010.6,10.2,81,57,0,792
"1226",66,53.3,1009.8,8.4,81,57.9,0,779
"1227",51.7,42.3,1016.3,12,73,46,0,729
"1228",46.4,41.8,1017,11.8,52,44.1,0,699
"1229",52.2,47.5,1017.2,7,66.9,44.1,0,690
"1230",62.1,54.7,1012.8,6.2,82.9,45,0,788
"1231",63.8,57.4,1012.7,7.9,82.9,53.1,0,743
"1232",61.8,43.4,1016,6.6,79,46.9,0,759
"1233",63.2,46.3,1016.3,6,79,46.9,0,795
"1234",57,44.1,1017.6,10.2,69.1,52,0,800
"1235",60.1,55.9,1011.9,5.6,69.1,52,0,759
"1236",51.2,45.6,1019.2,11.4,69.1,44.1,0,764
"1237",52.8,48.4,1019.6,6.8,64,44.1,0,714
"1238",59,54.9,1016.2,4.5,66.9,48.9,0,797
"1239",63.8,52,1020.3,2.8,80.1,52,0,781
"1240",71.3,52.5,1020.7,4.7,87.1,52,0,820
"1241",77.6,54.8,1013.2,7,89.1,57.9,0,805
"1242",78.9,62.1,1007.3,7.2,90,66.9,0,854
"1243",82.8,61.4,1009.3,4.1,97,70,0,882
"1244",82.7,61.3,1012.4,5.9,97,70,0,888
"1245",76.6,59.8,1012.1,5.6,95,66,0,875
"1246",75.3,63.5,1006.4,7.1,87.1,66,0,847
"1247",76.9,66,1003.1,8.7,89.1,66.9,0,841
"1249",59.5,50.8,1014.3,9.7,75.9,52,0,820
"1250",66.6,53.6,1010.8,10.6,78.1,52,0,835
"1251",66.5,47.9,1014.6,9.8,80.1,55,0,790
"1252",67,47.8,1010.9,10.4,80.1,55,0,752
"1253",60.9,46.5,1013.6,7.4,79,48,0,815
"1254",71.4,56.1,1014,6.2,81,48,0,767
"1255",64.2,53.3,1019.7,8.1,81,60.1,0,774
"1256",66.1,58.5,1017.2,5.1,82,57,0,816
"1257",64.5,61,1011.9,6.4,82,57,0,731
"1258",64,60.2,1012,8.9,71.1,60.1,0,748
"1259",69.3,63.8,1011.7,5.1,80.1,62.1,0,794
"1260",74.7,60.5,1012.7,7.4,81,62.1,0,751
"1261",73,50.3,1016.8,3.5,81,64,0,758
"1262",74.4,55,1015.2,5.1,89.1,64,0,842
"1263",80.8,67.8,1013.3,8.4,91.9,64,0,826
"1264",85.9,69.8,1014.1,8.8,93,69.1,0,828
"1265",86.5,70.3,1013.2,10.4,93.9,73.4,0,846
"1266",70.9,65.5,1013.9,7.9,95,63,0,795
"1267",69,62.2,1011.2,7.4,81,63,0,891
"1268",65.8,61.5,1009,10,77,64,0,667
"1269",62.4,58.4,1007.8,12.3,66.9,59,0,723
"1270",68.1,57,1006.8,5.5,81,60.1,0,839
"1271",72.7,59.1,1011.4,6.5,81,62.1,0,870
"1272",68.9,59.1,1018.7,10.1,80.1,61,0,854
"1273",73.3,62.4,1014.4,9.2,84,61,0,795
"1274",72.8,66.4,1008,6.6,84,66.9,0,827
"1275",76.2,64.6,1012.1,3.2,88,68,0,822
"1276",82.1,68.8,1012.8,7.1,96.1,68,0,780
"1277",87.1,74.7,1012.7,9.5,96.1,73,0,867
"1279",77,63.2,1014.8,6,93.9,69.1,0,860
"1280",77.7,61.3,1019.4,5.3,89.1,63,0,826
"1281",83.4,71,1021.1,6.1,93,63,0,829
"1282",81.4,70.9,1022.6,6,93,75,0,841
"1283",74,58.2,1027,11,91.9,69.1,0,890
"1284",70.6,48.1,1027.4,7.4,82,59,0,831
"1285",74.8,51.7,1024.3,3.8,88,59,0,825
"1286",79.4,58.7,1021.7,6.2,91,63,0,802
"1287",82.1,61.8,1018.5,9.3,91,66.9,0,810
"1288",77.2,54,1019.5,6,87.1,66.9,0,737
"1289",78.6,58.7,1020.4,6.2,87.1,66.9,0,798
"1290",81.9,61.1,1018.6,7.5,95,70,0,819
"1291",78.3,66.5,1017,4.9,95,72,0,788
"1292",80.2,68.6,1014.8,3.5,91,72,0,812
"1293",82.3,70.6,1012.7,4,91,72,0,786
"1294",76.6,57.3,1016.1,8.3,93,70,0,745
"1295",72.1,54,1019.2,7.4,81,63,0,840
"1296",75.8,55.4,1015,7,87.1,63,0,778
"1297",75.7,63.8,1005.6,10.9,87.1,66.9,0,823
"1298",71.5,65.9,1005.4,10.7,79,69.1,0,800
"1299",70.7,65.7,1010.1,13.9,79,68,0,795
"1300",72.3,62.4,1013,9.2,82,64.9,0,846
"1301",75.1,62.8,1014.4,4,88,64.9,0,798
"1302",78.8,58.3,1015.3,6.7,90,66,0,808
"1303",76.6,59.2,1012.5,8.5,90,66.9,0,801
"1304",70.2,54.4,1015.6,7.8,81,62.1,0,800
"1305",71.2,52.4,1018.9,5.2,82,61,0,808
"1306",71.9,55.2,1019,2.9,82.9,61,0,776
"1307",72.5,58.5,1018.1,4.2,82.9,62.1,0,782
"1308",72.9,60.8,1016.2,7.3,82,62.1,0,830
"1309",73.3,58.9,1014.1,5.3,84.9,63,0,942
"1310",76.8,61.9,1013.4,7.8,84.9,63,0,854
"1311",77.1,60,1016,3.4,89.1,66.9,0,891
"1312",82,63.3,1016.4,7,97,66.9,0,904
"1313",84.7,64.3,1016.8,11.4,97,71.1,0,860
"1314",77.6,67,1016.4,6.9,93.9,69.1,0,803
"1315",75.3,67.5,1014.3,4.5,82.9,69.1,0,785
"1316",74,65,1012.9,4.8,84.9,69.1,0,792
"1317",77.9,65,1012.8,8,89.1,69.1,0,769
"1318",76.1,67.1,1013.4,8.3,89.1,69.1,0,858
"1319",76.9,61.8,1014.9,5.4,88,68,0,860
"1320",78.7,60.4,1018.3,4.8,88,68,0,843
"1321",77.1,61.1,1018.3,2.9,89.1,66,0,824
"1322",79.2,61.3,1015.1,4.1,89.1,66,0,829
"1323",79.8,65.2,1013.2,4.6,87.1,71.1,0,799
"1324",77.3,68,1012.9,3.7,86,72,0,836
"1325",74.9,67.1,1013.2,4.3,86,68,0,810
"1326",75.3,67.2,1015.5,7.9,84.9,68,0,912
"1327",75.6,65.8,1014.8,5.1,86,68,0,793
"1328",75.1,66.6,1012.3,9.2,86,68,0,748
"1329",71.7,66,1009.5,8.3,77,69.1,0,722
"1330",69.4,54.1,1018.2,8.9,79,57.9,0,850
"1331",69.9,51.6,1019.5,5.5,80.1,57.9,0,728
"1332",68.4,55.6,1015.7,8.5,80.1,60.1,0,790
"1333",70.9,65.6,1012.3,8.1,86,64,0,837
"1334",80.8,72.4,1014.2,4.5,93,66,0,792
"1335",85.4,70.9,1012.1,13.1,93,72,0,825
"1336",82.2,70.6,1011,13.1,93,71.1,0,802
"1337",71.6,65.3,1014.5,7,91,66,0,751
"1338",67.7,56.6,1022,7.2,75.9,61,0,821
"1339",69.9,59,1018.9,4.9,84.9,60.1,0,833
"1341",79.8,69.3,1016.4,7.3,91,70,0,832
"1342",77.1,69.4,1020,5.7,87.1,69.8,0,776
"1343",79.3,69.5,1020.9,6.5,91.9,70,0,820
"1344",82.5,68.1,1017.9,9.2,91.9,71.1,0,717
"1345",68.5,63,1024,12.2,75,64,0,741
"1346",67.1,58.8,1023.8,10.8,70,63,0,730
"1347",66.7,52.3,1021.7,14,69.1,63,0,790
"1348",64.3,51.8,1018.1,14.4,69.1,60.1,0,665
"1349",64.9,55.2,1016.1,8.4,73.9,55.9,0,716
"1350",66.9,56.5,1019.5,2.7,79,55.9,0,692
"1351",70.8,56.9,1021,5.3,82,57,0,714
"1352",69,56.6,1021.6,4.1,82,60.1,0,687
"1353",73.1,60.2,1020.1,3.6,87.1,60.1,0,869
"1354",73.5,61.3,1020.9,5,87.1,64,0,809
"1355",76.1,65.3,1018.7,6.2,89.1,64,0,819
"1356",79,64.3,1013.5,3.6,90,70,0,786
"1357",73.3,63.9,1013.3,5.6,82,66.2,0,737
"1358",69.5,62.1,1016,8.7,75.9,66,0,762
"1359",75.3,67.1,1013.1,5,93,66,0,829
"1360",79,60.7,1010.6,13.8,93,64,0,825
"1361",58.6,42.8,1024.9,11.1,64,51.1,0,799
"1362",59.7,48.7,1021.7,3.5,71.1,50,0,735
"1363",65,57.3,1017.9,5.9,73.9,57,0,796
"1364",72.9,64.5,1011.3,6.7,84,57,0,751
"1365",60.9,49.2,1017.1,9.5,66.9,50,0,752
"1366",58.7,43.3,1018,5.9,70,48,0,708
"1367",58.3,44.5,1017.1,5.7,70,48,0,793
"1368",50.4,38.7,1026.4,4.7,61,42.1,0,732
"1369",56.6,49.4,1023,5.7,62.1,42.1,0,741
"1370",60.8,55.7,1021.2,7.1,72,54,0,918
"1371",62.1,57.8,1017.5,5.5,72,57,0,717
"1372",69.7,60.3,1012.7,8.7,88,57.9,0,676
"1373",65.9,53.6,1015.1,15.2,88,52,0,698
"1374",57.3,51.2,1017.4,8.2,64,52,0,654
"1375",63.6,61,1014.7,5.9,70,54,0,726
"1376",57.9,53.4,1021.3,10.2,70,57,0,718
"1377",69.4,63.5,1017.5,7.4,84.9,57,0,743
