"","temp","dewp","slp","wdsp","max","min","sndp","NUM_CRIMES"
"1378",76.3,65.2,1015,8.1,84.9,63,0,746
"1379",72.8,64.7,1007,9.6,84.9,68,0,724
"1380",50.3,38.1,1011.1,14.4,75.9,43,0,679
"1381",40.5,30.9,1016.1,6.4,51.1,36,0,707
"1382",40.9,33.3,1015.6,6.9,53.1,32,0,744
"1383",46.4,38.4,1016.7,4.2,54,32,0,702
"1384",43.8,34.4,1019.7,10.7,54,37,0,705
"1385",43.4,29.2,1021.6,9.7,59,34,0,667
"1386",47.7,30.9,1022.1,10,59,34,0,690
"1387",45,26.5,1031.8,4.5,57.9,34,0,725
"1388",49.4,35.3,1021.1,9.6,57.9,34,0,766
"1389",47.6,37,1012.2,12.6,54,37.9,0,806
"1390",37.4,20.4,1026.1,8.2,51.1,28,0,644
"1391",48,29.2,1018,6.7,64,28.2,0,716
"1392",49.2,32,1022.2,7,64,39,0,736
"1393",43.7,35.3,1029.2,3.5,54,37,0,805
"1394",43.9,34.3,1023.4,3.5,53.1,37,0,721
"1395",48.4,38.1,1012.6,7,53.1,37,0,830
"1396",49.1,40.1,1010.6,5.8,54,44.1,0,788
"1397",47.2,42.5,1008.2,8.6,54,43,0,717
"1398",46.9,38.7,1016.2,6.2,55.9,39.9,0,723
"1399",51.5,42.9,1013.9,6.1,64,39.9,0,766
"1400",53.5,46,1012.6,6.8,64,45,0,885
"1401",50.5,37.3,1011.6,9.6,61,46,0,939
"1402",44.1,34.9,1010.3,8,52,37,0,786
"1403",42.2,31.8,1017.4,5,50,34,0,784
"1404",48,41.8,1018.7,11.9,51.8,45,0,685
"1405",48.1,42.1,1011.3,10.4,52,44.1,0,706
"1406",47.7,43.2,1004.4,11.9,51.1,44.1,0,763
"1407",38.3,27.9,1017.9,14.7,44.1,35.6,0,685
"1408",35.2,24.2,1027.4,5.9,41,33.1,0,676
"1409",34.1,27,1022.3,6.9,41,28.9,0,718
"1410",25,12.9,1025.6,11.7,37,19.9,0,651
"1411",32.5,19.8,1025.3,7.5,41,19.9,0,648
"1412",33,23.5,1026.4,6.2,41,28,0,687
"1413",24.6,11.5,1029.5,9.8,34,19,0,609
"1414",24.7,12.8,1034.1,4.6,36,17.1,0,639
"1415",31,25.9,1024.3,3.2,36,17.1,1.2,692
"1416",34.1,28.7,1013,8.8,39.9,28.9,0,733
"1417",33.8,29.8,1023.4,5.6,36,32,2,670
"1418",32.8,24.7,1025.4,6.6,37,30,0,630
"1419",27.7,22.2,1019.8,5.9,34,23,0,639
"1420",31.4,21.9,1021.7,9.1,34,28.9,0,699
"1421",32.2,23.1,1023.7,10.6,36,30,0,741
"1422",34.1,24.1,1028.5,8.1,39.9,30.9,0,542
"1423",39.7,32.5,1017.5,9.5,51.1,31.1,0,750
"1424",44.9,40.8,1002.6,10.4,51.1,34,0,697
"1425",38.4,34,1008.7,8.6,46.9,33.1,0,574
"1426",30.1,26.7,1008.5,19.5,37,26.6,5.9,561
"1427",23.6,16.7,1015.4,7.6,33.1,21,5.1,637
"1428",21.7,15.1,1017.9,4.6,26.1,17.1,5.1,715
"1429",29.9,23.6,1013.7,5.3,37.9,17.1,5.1,675
"1430",33.8,27.8,1015,3.5,42.1,27,3.9,752
"1431",37.7,34.7,1011.1,10.5,42.1,28.2,1.2,818
"1432",41.4,38.6,994.3,7.1,44.1,36,3.1,711
"1433",34.4,29.4,1011.7,11.3,44.1,30.9,0,771
"1434",30.5,22.1,1022.9,7.9,35.1,28.9,0,724
"1435",28.3,19.5,1020.5,8.4,32,25,0,712
"1436",30.7,21.7,1022,9.3,33.1,25,0,719
"1437",20.7,11.2,1032.1,6.6,33.1,16,0,747
"1438",24.3,13.2,1035.7,3.6,32,16,0,739
"1439",24.3,17,1030.9,2.9,35.1,17.1,0,691
"1440",23.2,17.9,1025.8,5,35.1,16,0,718
"1441",29.6,23.7,1018.9,7.6,37.9,16,0,671
"1442",33.9,27.7,1011.5,9.6,41,25,0,759
"1443",32.6,26.4,1017.1,3.9,46,24.1,0,712
"1444",38.8,38.2,1021.2,5.9,46,24.3,0,793
"1445",35.2,31.4,1021.9,6.5,46,26.1,0,744
"1446",35.1,30.4,1019.8,5.4,48,25,0,751
"1447",36.6,24.7,1021,7.7,48.9,26.2,0,712
"1448",32.9,23.4,1023.1,4.6,42.1,25,0,717
"1449",39.1,30.3,1013.1,8.9,48.9,25.2,0,740
"1450",43.7,40.2,1005.8,6.3,48.9,33.1,0,788
"1451",34.9,31.8,1004,12.4,46,30.9,0,802
"1452",29.9,24.1,1011.8,6.7,37.9,28,0,760
"1453",32.8,26.1,1017.8,7,37.9,28,0,637
"1454",28.8,17.8,1022.6,8.4,37.9,23,0,610
"1456",34.4,28.7,1029.2,1.7,46.9,26.1,0,630
"1457",42,35.6,1016.8,13,50,26.2,0,628
"1458",41.9,38.2,1005.8,13.5,53.1,30,0,725
"1459",28.8,26.1,1023.3,6.3,30.2,26.1,0,696
"1460",25.5,19.1,1019.6,10,36,19,0,671
"1461",34.3,31.6,1012.5,7.2,39,19.9,0,648
"1463",27.6,24.5,1022.2,5.6,34,26.1,0,655
"1464",29.2,22.9,1016.8,9.9,37.9,24.1,0,752
"1465",37,28.1,1010.1,9.1,48,24.3,0,769
"1466",38.9,32,1008.9,6.3,52,31.1,0,792
"1467",37.9,31.7,1020.8,8.4,52,30,0,664
"1468",43.6,38.7,1013.7,14.2,53.6,37,0,676
"1469",41.4,35.4,1008.4,10.9,53.1,36,0,701
"1470",23.2,11.6,1021.3,14.2,45,19,0,631
"1471",17.9,8.7,1029.8,6.1,25,14,0,686
"1472",23.4,17.4,1028.9,2.9,30,14,0,784
"1473",30.2,23.8,1027,7.3,32,17.1,2,673
"1474",29.7,24,1028.4,13.2,32,26.1,2,573
"1475",25.4,20.4,1028.5,6.6,30.9,23,1.2,635
"1476",25.5,21.8,1023,9.2,28,23,1.2,696
"1477",31.2,24.9,1021.7,8.9,34,24.1,1.2,700
"1478",30.3,24,1021.1,5.3,35.1,28,1.2,653
"1479",29.7,23.5,1020.4,7.5,35.1,27,0,668
"1480",26.4,23.3,1018.8,16.3,30.9,21,5.1,521
"1482",9.4,0.2,1033.3,7.1,17.1,3,5.1,556
"1483",18.7,8.7,1025.3,10.2,32,3,3.9,626
"1484",29.5,27.9,1009.8,7.3,34,12.9,5.1,662
"1485",16.6,12.3,1011.3,7.4,34,9,5.1,607
"1486",1.3,-5.5,1022.3,11,21.9,-6,5.1,586
"1487",2.1,-4.7,1022.8,4.8,12,-7.1,5.9,532
"1488",3.8,-2.4,1019.5,5.6,12,-7.1,5.9,524
"1489",18.4,12.9,1007.8,8.9,34,-2.9,9.8,521
"1493",6.9,1.6,1027.5,3.2,21,-4,9.1,774
"1494",25.6,21,1020.8,9,42.1,1.9,7.1,722
"1495",42.3,40.1,1011.3,9.7,46.4,37,1.2,596
"1496",47.3,44.2,1007,9.2,51.1,37.9,3.9,736
"1497",29.5,24.3,1017.7,8.8,51.1,24.1,0,653
"1498",32.8,31.4,1013.9,6.8,36,25,0,636
"1499",35.6,34,1010.5,8,44.1,28.9,0,670
"1500",11.4,2.5,1026.2,18.5,28.9,3.9,0,642
"1501",11.8,2.2,1044.1,5.7,24.1,3.9,0,756
"1502",23.4,15.9,1034.4,6.8,28,19.9,1.2,638
"1503",28,25.3,1021.5,8,30.9,21.9,1.2,626
"1504",32,29.3,1009.6,11.6,34,26.6,1.2,665
"1505",18.5,14.6,1012.9,14.7,34,10,1.2,643
"1506",36.1,27.2,1006.3,7.4,50,12,1.2,742
"1507",22.8,15.3,1009,12.1,50,8.1,1.2,741
"1508",18.6,11.4,1019.3,6.4,32,9,0,677
"1509",25.3,20.4,1014.9,10.3,28.9,12.9,2,618
"1510",25.1,20.6,1023.8,7.9,30.9,19.9,3.1,590
"1511",21.8,12.9,1035.6,3,35.1,12,2,612
"1512",31.1,25.9,1020.1,10.1,37.9,28,1.2,635
"1513",30.9,21.3,1017.9,12.1,37.9,25,1.2,696
"1514",28.6,19,1029,5.4,41,19,1.2,712
"1515",35.6,29,1019.1,8.9,41,19.2,0,647
"1516",37.4,30.7,1000.9,17.4,53.1,21,0,547
"1517",12.3,0.5,1026.3,13.3,21,6.1,0,597
"1518",16.9,8,1032.7,9.3,23,6.1,0,609
"1519",24.6,17.4,1023.8,8.7,30,12.9,0,649
"1520",18,8.1,1024.7,5.7,27,10.9,0,595
"1521",26.7,16,1022.4,4.8,34,10.9,0,755
"1522",29.1,21.4,1022.5,6.9,34,23,0,664
"1523",22.2,10.7,1024.1,9.7,33.1,16,0,551
"1524",5.2,-6.4,1023.8,12.4,25,-2.9,0,544
"1525",11.9,0.4,1020.6,13.5,21,-2.9,0,542
"1526",16.3,3.7,1026,10.7,30,8.1,0,629
"1527",22.7,10.7,1027,7.3,30,9,0,610
"1528",28,20.3,1023.3,4.1,39,14,0,718
"1529",33.5,27.4,1015.4,10.5,41,21,0,617
"1530",36.6,32.2,1008.5,16.5,43,26.2,0,612
"1531",32,19.2,1026.1,10,41,27,0,700
"1532",35.2,23.5,1027.4,6.4,48.9,24.1,0,627
"1533",44.9,36.8,1013.4,10.5,57.9,24.3,0,688
"1534",55.3,48.4,999.7,15.3,62.1,39.9,0,676
"1535",38,33,1006.7,14.3,44.1,35.1,0,735
"1536",34.4,21.4,1024.4,10.1,41,28,0,766
"1537",34.8,21.9,1024.7,5.8,43,28,0,612
"1538",35.4,23.7,1027.4,6.9,43,27,0,651
"1539",38.7,24,1028.6,7.1,48.9,27.1,0,644
"1540",41.7,33.2,1020.4,7.1,48.9,30.2,0,693
"1541",39.8,34.8,1014.6,9,44.1,35.6,0,689
"1542",40.2,29.8,1017,10.4,46,34,0,709
"1543",36.5,24.9,1025.6,3.9,53.1,25,0,690
"1544",45.5,31.8,1020.7,4.2,53.1,25.2,0,648
"1545",36,25.6,1023.9,17.5,50,33.1,0,639
"1546",34.9,13.9,1030.4,5.8,48,23,0,672
"1547",41.8,17.3,1026.5,7.7,59,23,0,698
"1548",53.2,38.7,1016.8,12.1,64.9,46.9,0,683
"1549",46.7,32,1017.9,7.2,64.9,37.9,0,675
"1550",39.7,32.1,1012.8,10.9,57,34,0,663
"1551",30.7,14.6,1024,11.1,45,23,0,636
"1552",35,20.2,1025.7,9.3,48.9,23,0,793
"1553",44.7,30.6,1016.7,13.2,55,26.2,0,657
"1554",45.5,28.4,1021.2,9.2,57.9,37,0,680
"1555",46,38.1,1026.6,7.8,57.9,37,0,663
"1556",43.5,39.2,1019.9,5.2,57,39,0,705
"1557",51.7,44.3,1019.3,3.8,66,39,0,743
"1558",56.3,49.4,1013.9,6.3,66.9,39,0,703
"1559",61.2,46.7,1009.9,6.9,73,51.1,0,744
"1560",59.8,36.2,1009.7,8.9,73,48,0,693
"1561",40.5,30.7,1014.9,14.5,66,34,0,659
"1562",42.2,34.2,1008.6,17,55.9,34,0,746
"1563",47.9,35.4,1004.5,13.2,55.9,37,0,780
"1564",42.4,24.9,1016.8,11,52,35.1,0,754
"1565",36.8,29.9,1013.7,14.8,52,32,3.1,536
"1566",37.8,28.5,1014.7,7.7,52,30.9,2,724
"1567",56,41.8,1013.5,8.8,72,48,3.1,708
"1568",55,46.1,1011.5,9,77,44.1,0,692
"1569",58.5,50.3,1002.3,11.2,77,44.1,0,628
"1570",44.9,34.2,1009.3,20.6,64.9,41,0,650
"1571",49.5,20.7,1010.3,16.3,64,36,0,730
"1572",58.3,25.3,1013.4,5.9,77,36,0,645
"1573",68.1,42,1015.5,10.7,80.1,44.1,0,736
"1574",59.1,48.8,1013.7,10.1,80.1,48.9,0,743
"1575",52.7,38.4,1016,4.9,64.9,42.1,0,702
"1576",56.7,37.4,1008.9,4.1,66.9,42.1,0,767
"1577",55.6,38,1007.6,13.5,66.9,46,0,762
"1578",42.4,29.9,1013,8.3,63,32,2,629
"1579",39.1,27.2,1020,11.1,52,30.9,2,606
"1580",45.1,38,1018.7,8.3,52,31.1,0,717
"1581",44.4,42.6,1021.8,7.9,51.1,37.9,0,729
"1582",50,47.3,1014.7,8.9,57.9,39,0,815
"1583",44.3,42.4,1018.9,8,57.9,41,0,698
"1584",47.5,40.2,1018.9,10.2,55,39.9,0,791
"1585",49.5,38.1,1016.5,5.9,63,37.9,0,699
"1586",58.3,40.8,1012,5,73,37.9,0,779
"1587",59.3,47.7,1013.8,7.2,73,46,0,792
"1588",46.4,40,1022.1,12,50,44.1,0,700
"1589",50.1,38.7,1019.5,11.5,66,43,0,759
"1590",61.3,55.5,1007.2,9.8,68,46,0,737
"1591",49.6,38.2,1017.6,8.8,66.9,44.1,0,798
"1592",47.6,36.5,1020.2,6.4,57.9,44.1,0,696
"1593",46.2,37.5,1012.6,10.1,53.1,42.1,0,631
"1594",49.7,37.7,1012.1,7.5,61,42.1,0,790
"1595",54.3,37.1,1016.2,3.7,71.1,41,0,720
"1596",62.3,42.5,1014.3,4.6,75,41,0,764
"1597",66.3,54.8,1009.7,8.1,77,50,0,740
"1598",57.9,50,1009.6,9,77,46,0,775
"1599",55.7,47.4,1010.8,8,80.1,44.1,0,757
"1600",62.7,56.2,1003.6,10.7,80.1,44.1,0,774
"1601",53.3,43.1,1013.8,10.9,73.9,46,0,810
"1602",48.5,39.3,1019.6,10.5,57,45,0,728
"1603",61.4,50.1,1011.1,12.9,82,50,0,772
"1604",70.1,55.4,1013.7,12.1,82,48.9,0,772
"1605",62.3,51.8,1017.5,6.5,73.9,54,0,847
"1606",73.6,62.7,1012,9.4,81,54,0,875
"1607",70,57.6,1015.3,5.5,81,63,0,827
"1608",61.2,51.4,1015.3,6.1,73.9,53.1,0,746
"1609",64.5,60.1,1005.8,7.8,73,53.1,0,747
"1610",59.5,54.6,1007.6,7,75,52,0,738
"1611",66,57,1007.2,6.2,78.1,52,0,746
"1612",70.5,57.9,1009.9,6.5,81,60.1,0,831
"1613",71,60.3,1008,8.8,81,61,0,922
"1614",60.1,46.6,1011.9,7.3,80.1,52,0,734
"1615",57.8,38.2,1018.4,7.6,70,48.9,0,706
"1616",64.2,49.1,1015,8.4,82,48.9,0,772
"1617",74.4,63.8,1006.4,7.7,82.9,55.9,0,790
"1618",65.5,58.6,1011.2,6.4,82.9,57,0,741
"1619",66.2,57,1013.9,7.2,78.1,55,0,823
"1620",67,52.3,1015.1,8.6,78.1,55,0,888
"1621",68.8,57.7,1013.9,6.5,75.9,57,0,805
"1622",66.7,52.8,1016.8,11.4,75,60.1,0,798
"1623",68.8,43.8,1020.3,6.5,82,57,0,776
"1624",67.4,48.1,1013.2,8.3,82,57,0,715
"1625",57.9,47.6,1011.1,12.6,71.1,51.1,0,701
"1626",64.8,43.6,1014.9,10.9,80.1,51.1,0,806
"1627",66.5,56.9,1009,10,80.1,52,0,832
"1628",57,55,1009.4,7.1,70,54,0,721
"1629",59,52.6,1014.7,7.8,66.9,54,0,752
"1630",63.9,55.9,1014,3.7,78.1,54,0,716
"1631",66.6,56.3,1008.6,5.8,78.1,54,0,808
"1632",60,56.4,1005.4,11,69.1,55.4,0,733
"1633",62.8,48.8,1014.4,5.4,72,52,0,779
"1634",66.5,52.9,1015.8,8.8,79,52,0,825
"1635",73.1,62.8,1012.8,9.2,81,57.9,0,809
"1636",71.3,67.1,1003.6,7.6,81,63,0,810
"1637",72,59.1,1008.5,10.4,84.9,62.1,0,784
"1638",78.2,60.6,1014.8,5.4,89.1,62.1,0,798
"1639",77.2,65.5,1019.3,5.5,89.1,68,0,750
"1640",75.7,66,1019.2,8,90,68,0,847
"1641",78.4,66.9,1018.1,4.3,90,69.1,0,864
"1642",77.7,65.1,1016.6,4.7,91,69.1,0,804
"1643",77.1,67.5,1015,6.1,91,69.1,0,909
"1644",83.9,70,1011.7,7.4,91.9,69.1,0,769
"1645",77.6,68.7,1011.6,6.3,91.9,69.1,0,807
"1646",78.1,67.7,1013.1,7.1,91,69.1,0,799
"1647",81.4,69.1,1014.4,6.6,91,70,0,891
"1648",77.7,68.5,1015,8,91,72,0,816
"1649",70.2,58.1,1016.7,13,82.9,64.9,0,775
"1650",70.8,53.2,1017.3,7,82.9,60.1,0,833
"1651",74.2,57.5,1016,5.4,88,60.1,0,743
"1652",83.4,66.1,1012.2,8.9,93.9,61,0,837
"1653",77.5,61.6,1012,7.4,93.9,70,0,765
"1654",71.8,55.7,1014.5,5.2,87.1,59,0,788
"1655",81.9,63.2,1013.9,8,93.9,59,0,893
"1656",79.4,62.5,1018.1,7,93.9,70,0,790
"1657",81,65.1,1016.8,8.7,91.9,70,0,822
"1658",77.2,67.3,1013.2,6.9,91.9,71.1,0,755
"1659",80.5,70.7,1011.6,4.3,91.9,71.1,0,803
"1660",77.4,71.2,1010,7.7,91.9,71.1,0,760
"1661",85.5,75.7,1008.5,9.6,93,73.9,0,802
"1662",85,73.7,1009.9,11.2,95,73,0,827
"1663",73.6,66.4,1012.5,10,78.1,68,0,774
"1664",70.3,54.2,1016.3,12.6,79,64.9,0,790
"1665",69.9,54.3,1018.6,6.5,80.1,62.1,0,787
"1666",71.2,53.3,1020.3,4.6,81,62.1,0,745
"1667",73.3,51.3,1021.2,4,84.9,62.1,0,800
"1668",75.6,59,1021.3,7.3,84.9,63,0,816
"1669",79.7,62.4,1018.7,11.7,89.1,66.9,0,826
"1670",81.1,64.7,1016.6,10,89.1,71.1,0,832
"1671",77.3,67.1,1011.7,8.9,89.1,70,0,815
"1672",73.2,61.2,1014.3,6.1,82,66.9,0,777
"1673",68.6,55.6,1020.3,7.9,78.1,59,0,713
"1674",68.5,54.9,1021.6,6.2,80.1,57,0,918
"1675",72,57.1,1020.7,5.4,82.9,57,0,882
"1676",75.4,55.9,1018.4,3,89.1,61,0,869
"1677",78.7,61.5,1016.6,4.6,89.1,63,0,842
"1678",78.8,63.3,1014.4,5.4,90,70,0,809
"1679",76.1,63.5,1009.1,7.8,90,66.9,0,783
"1680",76.7,61.6,1009.7,5.3,88,66,0,779
"1681",79.1,59.6,1009.1,9.4,88,66,0,820
"1682",72.7,52,1013.1,5.8,87.1,62.1,0,796
"1683",74.2,55.9,1015.2,4.3,86,62.1,0,800
"1684",74.4,59.7,1015.4,7.2,86,66.9,0,802
"1685",76,69,1011.7,4,84,68,0,709
"1686",75.2,68.3,1009.5,5.3,86,70,0,762
"1687",71.9,64.8,1012.6,5.2,86,66,0,793
"1688",70.1,60.4,1014.9,8.5,82.9,63,0,813
"1689",71.8,60.1,1013.4,6.2,84,63,0,774
"1690",73.3,65.8,1011.5,4.2,84,64,0,811
"1691",73.5,67.1,1010,7.9,82,66.9,0,759
"1692",75.6,66,1014.1,3.5,84.9,68,0,787
"1693",74.3,69.8,1014.8,3.7,84.9,68,0,732
"1694",73.1,66.9,1013.8,4.7,82.9,64.9,0,722
"1695",71.4,60.1,1015.2,8.1,82.9,64,0,754
"1696",67.6,52.8,1020.6,9.2,75.9,57.9,0,781
"1697",66.8,52.5,1023.9,7.6,75,57.9,0,818
"1698",68.6,52.9,1020.1,7.5,78.1,60.1,0,766
"1699",70.2,63.1,1011,8.9,78.1,61,0,730
"1700",71.6,62.9,1008,8.8,79,64.9,0,732
"1701",68.2,52.1,1012.4,10.9,79,59,0,752
"1702",69.8,56.3,1013.1,9.8,84,57.9,0,773
"1703",69.6,52.7,1016.6,6.6,84,57.9,0,766
"1704",66.9,51.9,1023.8,7.6,75,59,0,775
"1705",66.9,60.3,1020.7,5.3,75,62.1,0,890
"1706",70,61.5,1018.4,4.7,82,61,0,777
"1707",72.3,65.1,1013.5,9.5,82,61,0,680
"1708",67.6,57,1016,8.5,80.1,59,0,683
"1709",63.9,52.2,1020.8,4.4,73.9,55.9,0,649
"1710",67.3,57.7,1013.8,9,73.9,55.9,0,772
"1711",66.3,55.9,1016.7,7.5,78.1,55.9,0,737
"1712",65.1,55.4,1018.4,7.7,78.1,55.9,0,720
"1713",66.5,58.5,1020.7,6.2,75.9,62.1,0,778
"1714",78,66.5,1017.3,9.4,90,62.1,0,720
"1715",80.5,70.4,1017.9,6.6,90,71.1,0,750
"1716",71.9,66.8,1017.5,7.3,89.1,63,0,784
"1717",72.7,65.4,1016,10.2,78.1,64.9,0,817
"1718",66.7,55.1,1021,7.1,80.1,55.9,0,764
"1719",70.6,62.7,1017.9,8.7,80.1,55.9,0,784
"1720",71.2,66.8,1018.2,5.2,78.1,63,0,806
"1721",69.3,63.2,1020.5,6,78.1,64,0,781
"1722",70.9,61,1019.3,6,82,62.1,0,756
"1723",72.2,58.8,1018,4.9,82.9,62.1,0,789
"1724",74.1,64.4,1018.6,3.5,84,63,0,816
"1725",75.1,67,1018.1,8.7,84,68,0,757
"1726",72.2,67.5,1013.4,10.4,78.1,69.1,0,656
"1727",66.7,57.7,1014.1,8.4,77,59,0,766
"1728",66.9,54.5,1014.5,8.2,79,57.9,0,757
"1729",70.3,55.9,1007.1,12.5,79,57.9,0,713
"1730",65.5,45.8,1012.1,8.5,79,55.9,0,709
"1731",63.3,49.2,1010.4,8.4,72,55.9,0,668
"1732",61.3,59.1,1016.3,11.2,69.1,54,0,700
"1733",60.9,57.9,1021.2,9.1,66,53.1,0,713
"1734",71.2,65.9,1016.5,5.9,84.9,60.1,0,753
"1735",78.6,67.3,1013,8.5,86,64.9,0,880
"1736",65.9,61.9,1011.8,10.4,82.9,57.2,0,730
"1737",60.7,56.3,1016,8.9,69.1,57,0,730
"1738",51.8,45.1,1026.5,9.5,57,46,0,715
"1739",54.6,46.3,1022,7.6,63,45,0,723
"1740",58.6,47.2,1016.6,8.9,66.9,48,0,670
"1741",58.6,43,1020.8,8.1,69.1,48,0,746
"1742",57.1,43.2,1022.6,2.4,70,46,0,712
"1743",59.8,44.3,1020.6,6.7,70,46,0,734
"1744",61.6,52.1,1017.5,7,70,50,0,647
"1745",59.7,55.2,1012.2,9.7,69.1,42.1,0,728
"1746",42.7,26.6,1015.4,12.9,66.9,35.1,0,733
"1747",45.4,31.9,1010.2,9.8,54,36,0,697
"1748",44.7,31.8,1016.6,7.1,54,37,0,686
"1749",50,40.6,1013.7,7,62.6,41,0,744
"1750",48.8,37,1011,14.1,62.1,41,0,741
"1751",46,36.4,1016.6,5.8,54,41,0,676
"1752",46.8,38.5,1017.2,4.8,59,37.9,0,704
"1753",53.4,40.4,1010.5,7.6,68,37.9,0,717
"1754",56.3,47.6,1010.2,5.3,68,44.1,0,720
"1755",56.2,50.9,1003,11.9,66.9,48.2,0,712
"1756",50,38.8,1001.3,15.5,66.9,46,0,660
"1757",47.5,33.7,1011.3,9,57.9,39,0,700
"1758",47.1,39,1021.6,6.3,57.9,39.9,0,716
"1759",44.5,34.1,1027.1,3.9,50,42.1,0,751
"1760",42.1,37.6,1018,6.7,48.2,36,0,559
"1761",48.6,42,1008.1,12.3,57.9,36,0,701
"1762",47.1,41.2,1016.5,3.6,57.9,41,0,659
"1763",40.3,36.3,1021.1,7,48.9,35.1,0,635
"1764",36.5,32.4,1024.1,7.8,45,32,1.2,578
"1765",33.4,31.7,1012.8,14.7,41,30,3.1,589
"1766",30.9,23.6,1021.6,8.3,44.1,23,2,857
"1767",38,31.3,1020.1,9.3,44.1,23.2,2,664
"1768",38.8,28.3,1019.7,7.4,53.1,30,0,721
"1769",47.6,34.7,1013.5,8.8,53.1,30.2,0,672
"1770",37.7,25.3,1022.6,8.2,51.1,32,0,636
"1771",38.6,24.7,1026.1,6.5,55,30,0,661
"1772",28.3,18.7,1030,11.1,37,21.9,0,663
"1773",23,8.1,1032.2,6.6,32,16,0,680
"1774",33.6,16.8,1018.7,9.4,46,16,0,710
"1775",40.6,30.9,1014.6,6.2,46,27.1,0,652
"1777",13.4,1.9,1031.6,11.2,33.1,7,3.1,547
"1778",15.7,3.7,1025.8,9.1,25,7,2,578
"1779",27.1,19.9,1022,6.3,30,10.9,2,578
"1780",27.1,20.2,1027.6,5.9,37.9,21.9,1.2,757
"1781",32.8,26.6,1029.4,4.5,42.1,21.9,1.2,664
"1782",32.9,26.6,1019.4,6.2,42.1,26.1,1.2,701
"1783",36.7,33.5,1009.6,4.3,39.9,27.1,0,683
"1784",37.2,32,1009.1,3.2,41,34,0,686
"1785",40.8,37.3,1019.2,3.5,46.9,35.1,0,729
"1786",46.5,41.9,1012.6,12.7,54,37.9,0,662
"1787",36,26.8,1019.7,8.2,54,28.9,0,727
"1788",31,25,1014,4.5,39.9,24.1,0,702
"1789",38,30.2,1005.3,7.9,50,24.3,0,698
"1790",44.5,36.3,1002.4,6.8,53.1,32,0,694
"1791",41.2,34.3,1007.8,5.8,53.1,32,0,678
"1792",44.4,39.6,1001.1,16.1,55,33.1,0,637
"1794",35.7,32.8,1028.6,5.5,39.9,31.1,0,649
"1795",37.3,34.2,1013.8,10.4,39.9,33.1,0,663
"1796",39.3,37.6,996.4,8,41,34,0,723
"1797",31.7,26.5,1013.4,11.3,41,28.9,0,709
"1798",32.4,26.2,1011,9.1,39.9,28.9,0,690
"1799",36.7,28.1,1004.2,11.4,43,29.1,0,746
"1800",35.7,27.9,1014.7,5.8,45,27,0,700
"1801",38.5,29.6,1019.7,9.8,45,29.1,0,736
"1802",30.7,23.8,1028.2,5.3,42.1,25,0,700
"1803",38.5,30.7,1016.3,10.3,46.9,25.2,0,671
"1804",45.8,43.3,1003.1,7.3,46.9,34,0,705
"1805",22,13.2,1016.1,12.5,46.9,14,0,675
"1806",17.9,7.4,1029.4,8.6,24.1,12.9,0,606
"1807",28,18.2,1027.8,8.3,45,12.9,0,656
"1808",39.7,27.5,1014.8,6.8,45,36,0,731
"1809",32.8,28,1007.8,5.1,45,27,0,682
"1810",23.5,15.2,1016.7,7.3,35.1,19,0,655
"1811",26,20.1,1021.5,4.7,30.2,24.1,0,624
"1812",24.9,18.7,1020.2,8.4,30,19,0,670
"1813",19.9,7.4,1023.9,9.1,28.9,10,0,653
"1814",22.9,8.8,1026.2,8.2,35.1,14,0,683
"1815",29.9,24.6,1029,3.5,41,15.1,0,726
"1816",37.5,28.5,1027.6,6.9,46.9,23.2,0,747
"1817",39.7,30.6,1024.2,7.8,52,33.1,0,680
"1818",42,31.8,1018.5,7.7,52,33.1,0,689
"1819",39.8,35,1017.7,5.7,55,30,0,624
"1821",55.6,48,1012.4,10.2,61,37,0,609
"1822",36.9,31.7,1021.5,7.7,61,32,0,693
"1823",34.1,30,1022.9,4.5,44.1,27,0,639
"1824",51.9,49,1006.1,8.9,57.2,44.1,0,689
"1825",38.4,34.7,998.6,12.2,53.1,28.4,0,616
"1826",26.3,20.8,1004.8,15.2,30,24.1,1.2,549
